make,model,price,city,state,year,mileage,transmission,color,previous_ownership,url
Toyota,Land Cruiser Prado,5350000.0,Nairobi,Lavington,2016.0,89000.0,Automatic,Pearl,Local Used,https://jiji.co.ke/lavington/cars/toyota-land-cruiser-prado-2016-pearl-ijtydfPYDvMzO3XDyoZcydqp.html?page=47&pos=11&cur_pos=11&ads_per_page=20&ads_count=38790&lid=_rDXhb3NOoMV5xUo&indexPosition=930
Toyota,Hilux,5350000.0,Nairobi,Ridgeways,2018.0,27000.0,Automatic,Black,Foreign Used,https://jiji.co.ke/ridgeways/cars/toyota-hilux-revo-double-cab-deisel-2-4-awd-2018-black-BvCKLCkSi0x2vi5poUdEap0n.html?page=47&pos=13&cur_pos=13&ads_per_page=20&ads_count=38790&lid=_rDXhb3NOoMV5xUo&indexPosition=932
Toyota,Hilux,5350000.0,Nairobi,Kilimani,2018.0,75000.0,Automatic,Black,Foreign Used,https://jiji.co.ke/kilimani/cars/toyota-hilux-2018-black-u9ept0EBQGmqvif4VZDKugPF.html?page=47&pos=16&cur_pos=16&ads_per_page=20&ads_count=38790&lid=_rDXhb3NOoMV5xUo&indexPosition=935
Toyota,Hilux,5350000.0,Mombasa,Mombasa CBD,2019.0,52880.0,Automatic,Gray,Foreign Used,https://jiji.co.ke/mombasa-cbd/cars/toyota-hilux-2019-gray-kYUkN2p6h3z4DkJmEtTklPUJ.html?page=47&pos=19&cur_pos=19&ads_per_page=20&ads_count=38790&lid=_rDXhb3NOoMV5xUo&indexPosition=938
Mercedes-Benz,GLC-Class,5330000.0,Nairobi,Woodley/Kenyatta Golf Course,2017.0,84717.0,Automatic,,Foreign Used,https://jiji.co.ke/woodley-kenyatta-golf-course/cars/mercedes-benz-glc-class-2017-blue-sHdTA1ZrOnkXvgzrdy4DC4US.html?page=48&pos=2&cur_pos=2&ads_per_page=20&ads_count=38790&lid=_rDXhb3NOoMV5xUo&indexPosition=941
Toyota,Land Cruiser Prado,5310000.0,Nairobi,Nairobi Central,2017.0,,Automatic,,Foreign Used,https://jiji.co.ke/nairobi-central/cars/toyota-land-cruiser-prado-2-7-2017-black-p0TdgNYJnK3T38Z3Z2XIpN45.html?page=48&pos=5&cur_pos=5&ads_per_page=20&ads_count=38790&lid=_rDXhb3NOoMV5xUo&indexPosition=944
Lexus,NX,5300000.0,Nairobi,Kilimani,2017.0,43000.0,Automatic,Silver,Local Used,https://jiji.co.ke/kilimani/cars/lexus-nx-2017-silver-63ponUGGXOl2bA5Mn8PslZaW.html?page=48&pos=8&cur_pos=8&ads_per_page=20&ads_count=38790&lid=_rDXhb3NOoMV5xUo&indexPosition=947
Toyota,Hilux,5300000.0,Mombasa,Mombasa CBD,2018.0,97000.0,Automatic,White,Foreign Used,https://jiji.co.ke/mombasa-cbd/cars/toyota-hilux-2018-white-zwYF5SICZCTQCr9WTkU5jFYP.html?page=48&pos=10&cur_pos=10&ads_per_page=20&ads_count=38790&lid=_rDXhb3NOoMV5xUo&indexPosition=949
Toyota,Hilux,5300000.0,Mombasa,Mombasa CBD,2018.0,39215.0,Automatic,Red,Foreign Used,https://jiji.co.ke/mombasa-cbd/cars/toyota-hilux-2018-red-5IFLxa2ATmwCJojtnbPFj1Zm.html?page=48&pos=13&cur_pos=13&ads_per_page=20&ads_count=38790&lid=_rDXhb3NOoMV5xUo&indexPosition=952
Toyota,Hilux,5300000.0,Nairobi,Kilimani,2020.0,,Manual,Gray,Local Used,https://jiji.co.ke/kilimani/cars/toyota-hilux-2020-gray-wDD5lSayj4qElmd6ir3uxXjs.html?page=48&pos=16&cur_pos=16&ads_per_page=20&ads_count=38790&lid=_rDXhb3NOoMV5xUo&indexPosition=955
Mercedes-Benz,E250,5300000.0,Mombasa,Mombasa CBD,2017.0,65000.0,Automatic,Gray,Foreign Used,https://jiji.co.ke/mombasa-cbd/cars/mercedes-benz-e250-2017-gray-gbqkpr8Se4z2XNqg7UGt2f50.html?page=48&pos=19&cur_pos=19&ads_per_page=20&ads_count=38790&lid=_rDXhb3NOoMV5xUo&indexPosition=958
Toyota,RAV4,5300000.0,Mombasa,Mombasa CBD,2019.0,45000.0,Automatic,Green,Foreign Used,https://jiji.co.ke/mombasa-cbd/cars/toyota-rav4-2019-green-qfWJlWfn4kB61Q1uzBmVsxZB.html?page=49&pos=2&cur_pos=2&ads_per_page=20&ads_count=38790&lid=_rDXhb3NOoMV5xUo&indexPosition=961
Mitsubishi,Pajero,5300000.0,Mombasa,Mombasa CBD,2016.0,,Automatic,,Foreign Used,https://jiji.co.ke/mombasa-cbd/cars/mitsubishi-pajero-v80-3-0-vr-i-2016-silver-zETQhHpQzqFlpena4BcZ8SyJ.html?page=49&pos=5&cur_pos=5&ads_per_page=20&ads_count=38790&lid=_rDXhb3NOoMV5xUo&indexPosition=964
Toyota,Hilux,5300000.0,Mombasa,Mombasa CBD,2019.0,,Automatic,Blue,Foreign Used,https://jiji.co.ke/mombasa-cbd/cars/toyota-hilux-2019-blue-rVBnWOrg7YTzL2XY3jVhMTZs.html?page=49&pos=8&cur_pos=8&ads_per_page=20&ads_count=38790&lid=_rDXhb3NOoMV5xUo&indexPosition=967
Jeep,Cherokee,5300000.0,Mombasa,Mombasa CBD,2015.0,58000.0,Automatic,White,Foreign Used,https://jiji.co.ke/mombasa-cbd/cars/jeep-cherokee-2015-white-n9AShteeiXYBT4njhDg1wF83.html?page=49&pos=10&cur_pos=10&ads_per_page=20&ads_count=38790&lid=_rDXhb3NOoMV5xUo&indexPosition=969
Mercedes-Benz,GLC-Class,5300000.0,Mombasa,Mombasa CBD,2017.0,54881.0,Automatic,,Local Used,https://jiji.co.ke/mombasa-cbd/cars/mercedes-benz-glc-class-2017-gray-xddli849WDH0t8ypAdFu3PCS.html?page=49&pos=13&cur_pos=13&ads_per_page=20&ads_count=38790&lid=_rDXhb3NOoMV5xUo&indexPosition=972
Lexus,NX 300h,5300000.0,Mombasa,Mombasa CBD,2017.0,38000.0,Automatic,Beige,Foreign Used,https://jiji.co.ke/mombasa-cbd/cars/lexus-nx-300h-base-4x4-2-5l-4cyl-2a-2017-beige-8dz77wVwYdSiWqt0ImLrqyUZ.html?page=49&pos=16&cur_pos=16&ads_per_page=20&ads_count=38790&lid=_rDXhb3NOoMV5xUo&indexPosition=975
Toyota,Hilux,5300000.0,Mombasa,Mombasa CBD,2017.0,,Automatic,Black,Foreign Used,https://jiji.co.ke/mombasa-cbd/cars/toyota-hilux-2017-black-8xkJXs6seRqTzSjKR4KrtNHJ.html?page=49&pos=19&cur_pos=19&ads_per_page=20&ads_count=38790&lid=_rDXhb3NOoMV5xUo&indexPosition=978
Audi,Q5,5300000.0,Mombasa,Mombasa CBD,2018.0,,Automatic,,Foreign Used,https://jiji.co.ke/mombasa-cbd/cars/audi-q5-2-0t-premium-awd-quattro-2018-white-uvSzYX2XmGJIJLMpEobouytY.html?page=50&pos=2&cur_pos=2&ads_per_page=20&ads_count=38790&lid=_rDXhb3NOoMV5xUo&indexPosition=981
Mercedes-Benz,E200,5300000.0,Mombasa,Mombasa CBD,2018.0,66966.0,Automatic,Silver,Foreign Used,https://jiji.co.ke/mombasa-cbd/cars/mercedes-benz-e200-2018-silver-iqM7NLG6XXwqNF6LDlgkWgqL.html?page=50&pos=5&cur_pos=5&ads_per_page=20&ads_count=38790&lid=_rDXhb3NOoMV5xUo&indexPosition=984
Toyota,Hilux,5300000.0,Mombasa,Mombasa CBD,2016.0,53162.0,Automatic,Ivory,Foreign Used,https://jiji.co.ke/mombasa-cbd/cars/toyota-hilux-sr5-4x4-2016-ivory-kYTkMP6DZ4RxGrniG0BfgPwA.html?page=50&pos=8&cur_pos=8&ads_per_page=20&ads_count=38790&lid=_rDXhb3NOoMV5xUo&indexPosition=987
Mercedes-Benz,GLC-Class,5300000.0,Nairobi,Runda,2017.0,65000.0,Automatic,,Foreign Used,https://jiji.co.ke/karura/cars/mercedes-benz-glc-class-2017-blue-gsiIgiHCMCtKPfKBMfB1Z6zc.html?page=50&pos=11&cur_pos=11&ads_per_page=20&ads_count=38790&lid=_rDXhb3NOoMV5xUo&indexPosition=990
Toyota,Hilux,5300000.0,Nairobi,Dagoretti,2018.0,117000.0,Automatic,Black,Foreign Used,https://jiji.co.ke/dagoretti/cars/toyota-hilux-2018-black-5WNJ1ZVMmbXbUSPtun7Z8je1.html?page=50&pos=13&cur_pos=13&ads_per_page=20&ads_count=38790&lid=_rDXhb3NOoMV5xUo&indexPosition=992
Land Rover,Range Rover Evoque,5300000.0,Mombasa,Mombasa CBD,2016.0,,Automatic,Black,Foreign Used,https://jiji.co.ke/mombasa-cbd/cars/land-rover-range-rover-evoque-2016-black-3bTcOQakHxLig11GQYo0yGEk.html?page=50&pos=17&cur_pos=17&ads_per_page=20&ads_count=38790&lid=_rDXhb3NOoMV5xUo&indexPosition=996
Toyota,Hilux,5300000.0,Mombasa,Ganjoni,2020.0,57245.0,Automatic,White,Foreign Used,https://jiji.co.ke/ganjoni/cars/toyota-hilux-2020-white-mv4CZ6EdFd3G3uDbhE7RnFyH.html?page=50&pos=19&cur_pos=19&ads_per_page=20&ads_count=38790&lid=_rDXhb3NOoMV5xUo&indexPosition=998
Toyota,Harrier,5300000.0,Mombasa,Mombasa CBD,2022.0,,Automatic,Blue,Local Used,https://jiji.co.ke/mombasa-cbd/cars/toyota-harrier-2022-blue-C83gDf60wIO9VnZ3di20AaHv.html?page=51&pos=2&cur_pos=2&ads_per_page=20&ads_count=38790&lid=_rDXhb3NOoMV5xUo&indexPosition=1001
Lexus,RX,5300000.0,Mombasa,Mombasa CBD,2016.0,,Automatic,,Foreign Used,https://jiji.co.ke/mombasa-cbd/cars/lexus-rx-450h-awd-2016-gray-tHnIIGWirxus3KaxCw6WrLQU.html?page=51&pos=5&cur_pos=5&ads_per_page=20&ads_count=38790&lid=_rDXhb3NOoMV5xUo&indexPosition=1004
Audi,Q5,5300000.0,Mombasa,Mombasa CBD,2017.0,77372.0,Automatic,,Foreign Used,https://jiji.co.ke/mombasa-cbd/cars/audi-q5-2-0t-premium-awd-quattro-2017-white-jS4t1aNV1kTnfxr5XkoXE6vf.html?page=51&pos=8&cur_pos=8&ads_per_page=20&ads_count=38790&lid=_rDXhb3NOoMV5xUo&indexPosition=1007
Mercedes-Benz,GLC-Class,5300000.0,Mombasa,Tudor,2018.0,13087.0,Automatic,Black,Foreign Used,https://jiji.co.ke/tudor/cars/mercedes-benz-glc-class-2018-black-wLyeubFn728HKfCfkS6KqAyJ.html?page=51&pos=12&cur_pos=12&ads_per_page=20&ads_count=38790&lid=_rDXhb3NOoMV5xUo&indexPosition=1011
Jeep,Grand Cherokee,5300000.0,Mombasa,Mombasa CBD,2016.0,,Automatic,Black,Foreign Used,https://jiji.co.ke/mombasa-cbd/cars/jeep-grand-cherokee-laredo-4dr-4x4-2016-black-4XOEseeqCOIpSIzktiq5g5QY.html?page=51&pos=14&cur_pos=14&ads_per_page=20&ads_count=38790&lid=_rDXhb3NOoMV5xUo&indexPosition=1013
Audi,SQ5,5300000.0,Mombasa,Mombasa CBD,2018.0,,Automatic,White,Foreign Used,https://jiji.co.ke/mombasa-cbd/cars/audi-sq5-3-0t-premium-plus-awd-2018-white-1fPsLKSwdyy8vaOKAdIaDwYT.html?page=51&pos=18&cur_pos=18&ads_per_page=20&ads_count=38790&lid=_rDXhb3NOoMV5xUo&indexPosition=1017
Toyota,Land Cruiser Prado,5300000.0,Nairobi,Ridgeways,2015.0,75000.0,Automatic,,Local Used,https://jiji.co.ke/ridgeways/cars/toyota-land-cruiser-prado-2-8-d-4d-2015-black-lkYZXznDUCuwlmlmAYIclLyt.html?page=52&pos=1&cur_pos=1&ads_per_page=20&ads_count=38790&lid=_rDXhb3NOoMV5xUo&indexPosition=1020
Ford,Ranger,5300000.0,Mombasa,Mombasa CBD,2016.0,,Automatic,Blue,Foreign Used,https://jiji.co.ke/mombasa-cbd/cars/ford-ranger-2016-blue-k74UN5X291kdS79uWCz2tjeV.html?page=52&pos=6&cur_pos=6&ads_per_page=20&ads_count=38790&lid=_rDXhb3NOoMV5xUo&indexPosition=1025
Toyota,Hilux,5300000.0,Mombasa,Mombasa CBD,2018.0,,Automatic,Black,Foreign Used,https://jiji.co.ke/mombasa-cbd/cars/toyota-hilux-2018-black-dyec1EWQgVLBBpDxMn4VOy7t.html?page=52&pos=9&cur_pos=9&ads_per_page=20&ads_count=38790&lid=_rDXhb3NOoMV5xUo&indexPosition=1028
BMW,X4,5300000.0,Mombasa,Mombasa CBD,2017.0,,Automatic,Black,Foreign Used,https://jiji.co.ke/mombasa-cbd/cars/bmw-x4-m40i-2017-black-mttD4k1sHEjQUnveICJjzl5f.html?page=52&pos=12&cur_pos=12&ads_per_page=20&ads_count=38790&lid=_rDXhb3NOoMV5xUo&indexPosition=1031
Mercedes-Benz,E200,5300000.0,Mombasa,Mombasa CBD,2018.0,,Automatic,Black,Foreign Used,https://jiji.co.ke/mombasa-cbd/cars/mercedes-benz-e200-2018-black-vaQCk7BdXe1jzwcBHi53NcII.html?page=52&pos=15&cur_pos=15&ads_per_page=20&ads_count=38790&lid=_rDXhb3NOoMV5xUo&indexPosition=1034
Land Rover,Range Rover Evoque,5300000.0,Mombasa,Mombasa CBD,2017.0,54078.0,Automatic,Black,Foreign Used,https://jiji.co.ke/mombasa-cbd/cars/land-rover-range-rover-evoque-hse-4x4-5-door-2017-black-jSryNHXMrB9oj5MVf5trd8RB.html?page=52&pos=18&cur_pos=18&ads_per_page=20&ads_count=38790&lid=_rDXhb3NOoMV5xUo&indexPosition=1037
Toyota,Hilux,5300000.0,Mombasa,Mombasa CBD,2016.0,,Automatic,Blue,Foreign Used,https://jiji.co.ke/mombasa-cbd/cars/toyota-hilux-2016-blue-ko2kzQq3Qhea8XdH0Tx9ixFR.html?page=52&pos=20&cur_pos=20&ads_per_page=20&ads_count=38790&lid=_rDXhb3NOoMV5xUo&indexPosition=1039
Land Rover,Range Rover Evoque,5300000.0,Mombasa,Mombasa CBD,2017.0,,Automatic,Red,Foreign Used,https://jiji.co.ke/mombasa-cbd/cars/land-rover-range-rover-evoque-hse-4x4-5-door-2017-red-b4jT1uXdfFZU2Shv6CAB1bqr.html?page=53&pos=3&cur_pos=3&ads_per_page=20&ads_count=38788&lid=_rDXhb3NOoMV5xUo&indexPosition=1042
Jeep,Wrangler,5300000.0,Mombasa,Mombasa CBD,2016.0,,Automatic,,Foreign Used,https://jiji.co.ke/mombasa-cbd/cars/jeep-wrangler-rubicon-4x4-2016-blue-g1AZFEYbkawgrRfcuE5YvyGb.html?page=53&pos=6&cur_pos=6&ads_per_page=20&ads_count=38788&lid=_rDXhb3NOoMV5xUo&indexPosition=1045
Porsche,Panamera,5300000.0,Mombasa,Mombasa CBD,2013.0,,Automatic,Off white,Foreign Used,https://jiji.co.ke/mombasa-cbd/cars/porsche-panamera-2013-off-white-r4Ui1Xawd3saU9eCW0NzHU7l.html?page=53&pos=9&cur_pos=9&ads_per_page=20&ads_count=38788&lid=_rDXhb3NOoMV5xUo&indexPosition=1048
Mercedes-Benz,E200,5300000.0,Mombasa,Mombasa CBD,2017.0,46000.0,Automatic,Black,Foreign Used,https://jiji.co.ke/mombasa-cbd/cars/mercedes-benz-e200-2017-black-mUqb2TL4ekflfMht998dvB6x.html?page=53&pos=12&cur_pos=12&ads_per_page=20&ads_count=38788&lid=_rDXhb3NOoMV5xUo&indexPosition=1051
Volvo,XC60,5300000.0,Nairobi,Kilimani,2019.0,40000.0,Automatic,Gray,Foreign Used,https://jiji.co.ke/kilimani/cars/volvo-xc60-2019-gray-6re2CylFdbk5VTjuKllwzbrr.html?page=53&pos=15&cur_pos=15&ads_per_page=20&ads_count=38788&lid=_rDXhb3NOoMV5xUo&indexPosition=1054
Toyota,Land Cruiser,5300000.0,Nairobi,Westlands,2010.0,,Automatic,,Local Used,https://jiji.co.ke/westlands/cars/toyota-land-cruiser-4-6-v8-zx-2010-black-wB4EglUH2QBPHIrbtZmSgaOO.html?page=53&pos=18&cur_pos=18&ads_per_page=20&ads_count=38788&lid=_rDXhb3NOoMV5xUo&indexPosition=1057
Toyota,Hilux,5300000.0,Nairobi,Kilimani,2018.0,43000.0,Automatic,Black,Foreign Used,https://jiji.co.ke/kilimani/cars/toyota-hilux-2018-black-8y15H32q6yAOtTPrbxGfd55Q.html?page=54&pos=1&cur_pos=1&ads_per_page=20&ads_count=38788&lid=_rDXhb3NOoMV5xUo&indexPosition=1060
Toyota,Land Cruiser Prado,5300000.0,Mombasa,Mombasa CBD,2015.0,,Automatic,,Local Used,https://jiji.co.ke/mombasa-cbd/cars/toyota-land-cruiser-prado-2-8-d-4d-2015-pearl-zz3QT33tp6bM5oIvQgWt0lOV.html?page=54&pos=4&cur_pos=4&ads_per_page=20&ads_count=38788&lid=_rDXhb3NOoMV5xUo&indexPosition=1063
Toyota,Hilux,5300000.0,Mombasa,Mombasa CBD,2016.0,,Automatic,Gray,Foreign Used,https://jiji.co.ke/mombasa-cbd/cars/toyota-hilux-sr5-4x4-2016-gray-5QNi6Z0mjpuTGjxEn7Z5fvBW.html?page=54&pos=8&cur_pos=8&ads_per_page=20&ads_count=38788&lid=_rDXhb3NOoMV5xUo&indexPosition=1067
Toyota,Land Cruiser Prado,5300000.0,Kiambu,Ruaka,2015.0,84000.0,CVT,,Local Used,https://jiji.co.ke/ruaka-banana/cars/toyota-land-cruiser-prado-3-0-d-4d-190-hp-7-seats-2015-black-hsqXPJ7vg6gMgSTNchPC7iIF.html?page=54&pos=11&cur_pos=11&ads_per_page=20&ads_count=38788&lid=_rDXhb3NOoMV5xUo&indexPosition=1070
Toyota,Hilux,5300000.0,Mombasa,Mombasa CBD,2016.0,,Automatic,White,Foreign Used,https://jiji.co.ke/mombasa-cbd/cars/toyota-hilux-sr5-4x4-2016-white-B6HSjOHQhEaQnHm1nhKBhsRp.html?page=54&pos=15&cur_pos=15&ads_per_page=20&ads_count=38788&lid=_rDXhb3NOoMV5xUo&indexPosition=1074
Toyota,Land Cruiser,5300000.0,Mombasa,Mombasa CBD,2013.0,112000.0,Automatic,,Local Used,https://jiji.co.ke/mombasa-cbd/cars/toyota-land-cruiser-4-6-v8-ax-2013-black-6DTVRsZ869nb17hXrxtBhtEo.html?page=54&pos=17&cur_pos=17&ads_per_page=20&ads_count=38788&lid=_rDXhb3NOoMV5xUo&indexPosition=1076
Mercedes-Benz,C180,5300000.0,Mombasa,Mombasa CBD,2018.0,53642.0,Automatic,White,Foreign Used,https://jiji.co.ke/mombasa-cbd/cars/mercedes-benz-c180-2018-white-C5h7UAKZOiHOal0B4DW4REg0.html?page=54&pos=20&cur_pos=20&ads_per_page=20&ads_count=38788&lid=_rDXhb3NOoMV5xUo&indexPosition=1079
Toyota,Hilux,5300000.0,Mombasa,Mombasa CBD,2018.0,,Automatic,Silver,Foreign Used,https://jiji.co.ke/mombasa-cbd/cars/toyota-hilux-2018-silver-bpM2ejQfaqFVg4x3d2Q6ZnQ2.html?page=55&pos=3&cur_pos=3&ads_per_page=20&ads_count=38788&lid=_rDXhb3NOoMV5xUo&indexPosition=1082
Mercedes-Benz,E250,5300000.0,Mombasa,Mombasa CBD,2017.0,,Automatic,Pearl,Foreign Used,https://jiji.co.ke/mombasa-cbd/cars/mercedes-benz-e250-2017-pearl-k8OrRsoV6VbbOXt3RnbNBJyQ.html?page=55&pos=6&cur_pos=6&ads_per_page=20&ads_count=38788&lid=_rDXhb3NOoMV5xUo&indexPosition=1085
Lexus,RX 200,5300000.0,Mombasa,Mombasa CBD,2017.0,54231.0,Automatic,White,Foreign Used,https://jiji.co.ke/mombasa-cbd/cars/lexus-rx-200-2017-white-C45R8knkItjj2l6uQzvzFTn.html?page=55&pos=9&cur_pos=9&ads_per_page=20&ads_count=38788&lid=_rDXhb3NOoMV5xUo&indexPosition=1088
Toyota,Harrier,5300000.0,Mombasa,Mombasa CBD,2020.0,8424.0,Automatic,White,Foreign Used,https://jiji.co.ke/mombasa-cbd/cars/toyota-harrier-2020-white-hj1PgOfsY8Zk5gtXntNioB9Z.html?page=55&pos=13&cur_pos=13&ads_per_page=20&ads_count=38788&lid=_rDXhb3NOoMV5xUo&indexPosition=1092
Mercedes-Benz,C180,5300000.0,Mombasa,Mombasa CBD,2018.0,34259.0,CVT,Other,Foreign Used,https://jiji.co.ke/mombasa-cbd/cars/mercedes-benz-c180-2018-2QtsHQSGyTkiOM1aUlGdHsz1.html?page=55&pos=16&cur_pos=16&ads_per_page=20&ads_count=38788&lid=_rDXhb3NOoMV5xUo&indexPosition=1095
Toyota,Hilux,5300000.0,Mombasa,Mombasa CBD,2018.0,45678.0,CVT,Black,Foreign Used,https://jiji.co.ke/mombasa-cbd/cars/toyota-hilux-2018-black-hH3ZCIFsdcKSsRfu2wImnnE9.html?page=55&pos=19&cur_pos=19&ads_per_page=20&ads_count=38788&lid=_rDXhb3NOoMV5xUo&indexPosition=1098
Audi,Q5,5300000.0,Mombasa,Mombasa CBD,2018.0,43900.0,Automatic,Brown,Foreign Used,https://jiji.co.ke/mombasa-cbd/cars/audi-q5-2018-brown-3YJQiCE5jjZZfPyGF7CvsoTC.html?page=56&pos=3&cur_pos=3&ads_per_page=20&ads_count=38788&lid=_rDXhb3NOoMV5xUo&indexPosition=1102
Toyota,Hilux,5300000.0,Mombasa,Mombasa CBD,2018.0,,Automatic,White,Foreign Used,https://jiji.co.ke/mombasa-cbd/cars/toyota-hilux-2018-white-aZAYUqfkyVAL9Ugp6QI6NHPu.html?page=56&pos=6&cur_pos=6&ads_per_page=20&ads_count=38788&lid=_rDXhb3NOoMV5xUo&indexPosition=1105
Toyota,Hilux,5300000.0,Nairobi,Nairobi Central,2018.0,,Automatic,Blue,Local Used,https://jiji.co.ke/nairobi-central/cars/toyota-hilux-2018-blue-csuW7f07Ps8L9P4A98zg2QhN.html?page=56&pos=10&cur_pos=10&ads_per_page=20&ads_count=38788&lid=_rDXhb3NOoMV5xUo&indexPosition=1109
Isuzu,MU-X,5300000.0,Mombasa,Mombasa CBD,2018.0,32323.0,Automatic,Red,Foreign Used,https://jiji.co.ke/mombasa-cbd/cars/isuzu-mu-x-2018-red-f5ek57xlezhLRSwqx6NOpbiO.html?page=56&pos=13&cur_pos=13&ads_per_page=20&ads_count=38788&lid=_rDXhb3NOoMV5xUo&indexPosition=1112
Toyota,Hilux,5300000.0,Mombasa,Mombasa CBD,2018.0,54354.0,Automatic,White,Foreign Used,https://jiji.co.ke/mombasa-cbd/cars/toyota-hilux-2018-white-nzzUe74O8h3Bs0tIy4b7fxvI.html?page=56&pos=16&cur_pos=16&ads_per_page=20&ads_count=38788&lid=_rDXhb3NOoMV5xUo&indexPosition=1115
Lexus,RX 450h,5300000.0,Nairobi,Kilimani,2017.0,96979.0,Automatic,,Foreign Used,https://jiji.co.ke/kilimani/cars/lexus-rx-450h-3-5-hybrid-awd-2017-black-l1Mlh6s9nWhC6TKEAGwS4kFH.html?page=56&pos=18&cur_pos=18&ads_per_page=20&ads_count=38788&lid=_rDXhb3NOoMV5xUo&indexPosition=1117
Lexus,RX,5299999.0,Mombasa,Mombasa CBD,2017.0,,Automatic,,Foreign Used,https://jiji.co.ke/mombasa-cbd/cars/lexus-rx-300-2wd-2017-black-gehVecF4wTohrckxGzVgzVhc.html?page=56&pos=20&cur_pos=20&ads_per_page=20&ads_count=38788&lid=_rDXhb3NOoMV5xUo&indexPosition=1119
Toyota,Hilux,5299999.0,Nairobi,Kilimani,2019.0,53744.0,Manual,Red,Foreign Used,https://jiji.co.ke/kilimani/cars/toyota-hilux-2019-red-fZLR7KK57hmZHj6DkvLCixy0.html?page=57&pos=3&cur_pos=3&ads_per_page=20&ads_count=38788&lid=_rDXhb3NOoMV5xUo&indexPosition=1122
Toyota,Hilux,5299999.0,Mombasa,Mombasa CBD,2017.0,,Manual,Gray,Foreign Used,https://jiji.co.ke/mombasa-cbd/cars/toyota-hilux-2017-gray-UGUEXzWTAzLkAhKUOFmXImV.html?page=57&pos=7&cur_pos=7&ads_per_page=20&ads_count=38788&lid=_rDXhb3NOoMV5xUo&indexPosition=1126
Toyota,Land Cruiser Prado,5299999.0,Nairobi,Kilimani,2015.0,,Automatic,,Local Used,https://jiji.co.ke/kilimani/cars/toyota-land-cruiser-prado-2-7-vvt-i-2015-pearl-AWoRu90ySEFohF6vmcKvRZux.html?page=57&pos=10&cur_pos=10&ads_per_page=20&ads_count=38788&lid=_rDXhb3NOoMV5xUo&indexPosition=1129
Mercedes-Benz,GLC-Class,5299999.0,Nairobi,Westlands,2016.0,59000.0,Automatic,,Foreign Used,https://jiji.co.ke/westlands/cars/mercedes-benz-glc-class-2016-black-6uNGAT7wNFxKK1qvK9tPabfS.html?page=57&pos=13&cur_pos=13&ads_per_page=20&ads_count=38788&lid=_rDXhb3NOoMV5xUo&indexPosition=1132
Toyota,Land Cruiser,5299999.0,Nairobi,Ridgeways,2015.0,,Automatic,Black,Local Used,https://jiji.co.ke/ridgeways/cars/toyota-land-cruiser-2015-black-w5DdMqfXv2nf1pvTIlNxmcbo.html?page=57&pos=16&cur_pos=16&ads_per_page=20&ads_count=38788&lid=_rDXhb3NOoMV5xUo&indexPosition=1135
Toyota,Land Cruiser,5299997.0,Nairobi,Nairobi Central,2015.0,,Automatic,,Local Used,https://jiji.co.ke/nairobi-central/cars/toyota-land-cruiser-4-6-v8-zx-2015-black-fUHZpuADOT9bljoC9F4CyrOk.html?page=57&pos=18&cur_pos=18&ads_per_page=20&ads_count=38788&lid=_rDXhb3NOoMV5xUo&indexPosition=1137
Volvo,XC60,5299000.0,Nairobi,Runda,2018.0,,Automatic,Brown,Foreign Used,https://jiji.co.ke/karura/cars/volvo-xc60-2018-brown-tWLTshBTp9KyBdGNGWaXy2Jl.html?page=58&pos=1&cur_pos=1&ads_per_page=20&ads_count=38788&lid=_rDXhb3NOoMV5xUo&indexPosition=1140
Toyota,Hilux,5299000.0,Nairobi,Kilimani,2020.0,47000.0,Automatic,Black,Foreign Used,https://jiji.co.ke/kilimani/cars/toyota-hilux-revo-double-cab-deisel-2-4-awd-2020-black-bxmQFjzsdUk0gLIhFtWDXR0L.html?page=58&pos=4&cur_pos=4&ads_per_page=20&ads_count=38788&lid=_rDXhb3NOoMV5xUo&indexPosition=1143
Mitsubishi,Pajero,5295000.0,Nairobi,Kilimani,2017.0,100000.0,Automatic,Black,Foreign Used,https://jiji.co.ke/kilimani/cars/mitsubishi-pajero-2017-black-nG2QvSPd0KQkdHRmehq5Z3pO.html?page=58&pos=7&cur_pos=7&ads_per_page=20&ads_count=38788&lid=_rDXhb3NOoMV5xUo&indexPosition=1146
Toyota,Hilux,5290000.0,Nairobi,Karen,2018.0,86000.0,Automatic,Silver,Foreign Used,https://jiji.co.ke/karen/cars/toyota-hilux-rogue-4x4-2018-silver-hZTRZd908GydweAxPUy4sljI.html?page=58&pos=10&cur_pos=10&ads_per_page=20&ads_count=38788&lid=_rDXhb3NOoMV5xUo&indexPosition=1149
BMW,X4,5280000.0,Nairobi,Kilimani,2017.0,64900.0,Automatic,Black,Foreign Used,https://jiji.co.ke/kilimani/cars/bmw-x4-m40i-2017-black-hSmw6YoU7TeRLjYpqcli5buI.html?page=58&pos=13&cur_pos=13&ads_per_page=20&ads_count=38788&lid=_rDXhb3NOoMV5xUo&indexPosition=1152
Ford,Ranger,5250000.0,Nairobi,Kilimani,2018.0,56401.0,Automatic,Pearl,Foreign Used,https://jiji.co.ke/kilimani/cars/ford-ranger-2018-pearl-1wRoqhRVNdJ9dhA4awb8QuJC.html?page=58&pos=16&cur_pos=16&ads_per_page=20&ads_count=38788&lid=_rDXhb3NOoMV5xUo&indexPosition=1155
