Make,Model,Price,Location,Year,Mileage,Transmission,Color,Previous Ownership,URL
Toyota,Land Cruiser Prado,"KSh 1,420,000","Nairobi, Parklands/Highridge, 18 min ago",1995,181273 km,Manual,,Local Used,https://jiji.co.ke/parklands-highridge/cars/toyota-land-cruiser-prado-3-0-d-1995-green-AYFs3gqjaFZeNzEIXTq6NtCf.html?page=6&pos=17&cur_pos=17&ads_per_page=20&ads_count=3951&lid=BSJIZTBJy8dAYd6t&indexPosition=116
Honda,Fit,"KSh 1,420,000","Kiambu, Kiambu / Kiambu , 1 hour ago",2017,120000 km,Automatic,White,Foreign Used,https://jiji.co.ke/kiambu-kiambu/cars/honda-fit-2017-white-tJttbh2n9HQyYnhaUZtWpdUt.html?page=6&pos=20&cur_pos=20&ads_per_page=20&ads_count=3951&lid=BSJIZTBJy8dAYd6t&indexPosition=119
Toyota,Vitz,"KSh 1,420,000","Nairobi, Langata, 46 min ago",2018,12000 km,Automatic,,Foreign Used,https://jiji.co.ke/mugumo-ini-langata/cars/toyota-vitz-1-3-fwd-5dr-2018-white-fddPYMxB6RP3OReSqvdIKuY.html?page=7&pos=3&cur_pos=3&ads_per_page=20&ads_count=3951&lid=BSJIZTBJy8dAYd6t&indexPosition=122
Toyota,Corolla Fielder,"KSh 1,410,000","Mombasa, Mombasa CBD, 30 min ago",2016,94000 km,Automatic,Silver,Local Used,https://jiji.co.ke/mombasa-cbd/cars/toyota-corolla-fielder-1-5-petrol-fwd-2016-silver-mvDAYc7m1SMg7EuAsue2VX0T.html?page=7&pos=5&cur_pos=5&ads_per_page=20&ads_count=3951&lid=BSJIZTBJy8dAYd6t&indexPosition=124
Nissan,Juke,"KSh 1,400,000","Nairobi, Kilimani, 3 hours ago",2016,,Automatic,Brown,Foreign Used,https://jiji.co.ke/kilimani/cars/nissan-juke-2016-brown-BTWGI0yqui4QD10aIO7hjTTZ.html?page=7&pos=8&cur_pos=8&ads_per_page=20&ads_count=3951&lid=BSJIZTBJy8dAYd6t&indexPosition=127
Subaru,Forester,"KSh 1,400,000","Kiambu, Ruaka, 3 hours ago",2007,,Manual,Gray,Local Used,https://jiji.co.ke/ruaka-banana/cars/subaru-forester-2007-gray-mxHZIDbC6pU8F0vzmTYpaoN0.html?page=7&pos=10&cur_pos=10&ads_per_page=20&ads_count=3951&lid=BSJIZTBJy8dAYd6t&indexPosition=129
Toyota,Aqua,"KSh 1,400,000","Nairobi, Kilimani, 3 hours ago",2017,77523 km,Automatic,Silver,Foreign Used,https://jiji.co.ke/kilimani/cars/toyota-aqua-2017-silver-yTppw261vsASvYXHQBxh6fiH.html?page=7&pos=13&cur_pos=13&ads_per_page=20&ads_count=3951&lid=BSJIZTBJy8dAYd6t&indexPosition=132
Volkswagen,Polo,"KSh 1,400,000","Mombasa, Mombasa CBD, 34 min ago",2016,46000 km,Automatic,Red,Foreign Used,https://jiji.co.ke/mombasa-cbd/cars/volkswagen-polo-2016-red-zjqH0hbI90rQ7KHhpeZ3BSBE.html?page=7&pos=16&cur_pos=16&ads_per_page=20&ads_count=3951&lid=BSJIZTBJy8dAYd6t&indexPosition=135
Honda,Fit,"KSh 1,400,000","Mombasa, Mombasa CBD, 5 min ago",2017,,Automatic,Blue,Foreign Used,https://jiji.co.ke/mombasa-cbd/cars/honda-fit-2017-blue-rlrOvA2fYAzdKD3zAD3F8edg.html?page=7&pos=18&cur_pos=18&ads_per_page=20&ads_count=3951&lid=BSJIZTBJy8dAYd6t&indexPosition=137
Nissan,Teana,"KSh 1,400,000","Nairobi, Kilimani, 3 hours ago",2016,159375 km,Automatic,Pearl,Foreign Used,https://jiji.co.ke/kilimani/cars/nissan-teana-2016-pearl-iFq9uiHBvZfqLQea7pDai7us.html?page=8&pos=1&cur_pos=1&ads_per_page=20&ads_count=3951&lid=BSJIZTBJy8dAYd6t&indexPosition=140
Toyota,Axio,"KSh 1,400,000","Nairobi, Ridgeways, 8 min ago",2014,,Automatic,White,Local Used,https://jiji.co.ke/ridgeways/cars/toyota-axio-1-5-g-2wd-2014-white-5EaL0egJNRGCv0tT5TP29iIh.html?page=8&pos=4&cur_pos=4&ads_per_page=20&ads_count=3951&lid=BSJIZTBJy8dAYd6t&indexPosition=143
Toyota,RAV4,"KSh 1,400,000","Nairobi, Langata, 3 hours ago",2009,170000 km,Automatic,,Local Used,https://jiji.co.ke/mugumo-ini-langata/cars/toyota-rav4-limited-2009-gray-kTf7Blq05gZANdeKddWx9YXy.html?page=8&pos=8&cur_pos=8&ads_per_page=20&ads_count=3951&lid=BSJIZTBJy8dAYd6t&indexPosition=147
Toyota,Alphard,"KSh 1,400,000","Nairobi, Parklands/Highridge, 3 hours ago",2008,,Automatic,Blue,Local Used,https://jiji.co.ke/parklands-highridge/cars/toyota-alphard-2008-blue-igN2qVrRMQMyOwZrzGds9q8r.html?page=8&pos=11&cur_pos=11&ads_per_page=20&ads_count=3951&lid=BSJIZTBJy8dAYd6t&indexPosition=150
Nissan,Sylphy,"KSh 1,400,000","Mombasa, Mombasa CBD, 17 min ago",2017,199000 km,Automatic,Silver,Foreign Used,https://jiji.co.ke/mombasa-cbd/cars/nissan-sylphy-2017-silver-cL9oed3lGzFOsan6LBI01HDx.html?page=8&pos=14&cur_pos=14&ads_per_page=20&ads_count=3951&lid=BSJIZTBJy8dAYd6t&indexPosition=153
Toyota,Corolla Fielder,"KSh 1,400,000","Mombasa, Mombasa CBD, 6 hours ago",2016,,Automatic,Silver,Foreign Used,https://jiji.co.ke/mombasa-cbd/cars/toyota-corolla-fielder-2016-silver-dMR4LS7OKQttvt0MCPX3BT1Q.html?page=8&pos=17&cur_pos=17&ads_per_page=20&ads_count=3951&lid=BSJIZTBJy8dAYd6t&indexPosition=156
Toyota,Succeed,"KSh 1,400,000","Mombasa, Mombasa CBD, 41 min ago",2018,,Automatic,Blue,Foreign Used,https://jiji.co.ke/mombasa-cbd/cars/toyota-succeed-2018-blue-zXo4N4ECwwDPC6Y0LR2FfwgL.html?page=8&pos=20&cur_pos=20&ads_per_page=20&ads_count=3951&lid=BSJIZTBJy8dAYd6t&indexPosition=159
Toyota,Aqua,"KSh 1,400,000","Mombasa, Mombasa CBD, 58 min ago",2017,73000 km,Automatic,Silver,Foreign Used,https://jiji.co.ke/mombasa-cbd/cars/toyota-aqua-2017-silver-2Wj5KnGtWjtwh6nLoPqxaedw.html?page=9&pos=3&cur_pos=3&ads_per_page=20&ads_count=3951&lid=BSJIZTBJy8dAYd6t&indexPosition=162
Toyota,Sienta,"KSh 1,400,000","Mombasa, Mombasa CBD, 32 min ago",2016,68000 km,Automatic,,Foreign Used,https://jiji.co.ke/mombasa-cbd/cars/toyota-sienta-1-5-hybrid-fwd-2016-green-maW3yhtQVC4VsjQ6YO8fZRxY.html?page=9&pos=6&cur_pos=6&ads_per_page=20&ads_count=3951&lid=BSJIZTBJy8dAYd6t&indexPosition=165
Mazda,Demio,"KSh 1,400,000","Nairobi, Parklands/Highridge, 1 hour ago",2019,,Automatic,Silver,Foreign Used,https://jiji.co.ke/parklands-highridge/cars/mazda-demio-2019-silver-gtmjbo7nVOBZ0LlMB8WYkJnz.html?page=9&pos=10&cur_pos=10&ads_per_page=20&ads_count=3951&lid=BSJIZTBJy8dAYd6t&indexPosition=169
Nissan,Sylphy,"KSh 1,400,000","Mombasa, Ganjoni, 1 hour ago",2014,69580 km,Automatic,Ivory,Foreign Used,https://jiji.co.ke/ganjoni/cars/nissan-sylphy-2014-ivory-BcENaI0TPTM9oa6BRhbHVnKf.html?page=9&pos=13&cur_pos=13&ads_per_page=20&ads_count=3951&lid=BSJIZTBJy8dAYd6t&indexPosition=172
Toyota,Sienta,"KSh 1,400,000","Mombasa, Mombasa CBD, 6 hours ago",2019,,Automatic,Black,Foreign Used,https://jiji.co.ke/mombasa-cbd/cars/toyota-sienta-2019-black-3P199GE1WjEWPDRvK5DMTdE2.html?page=9&pos=15&cur_pos=15&ads_per_page=20&ads_count=3951&lid=BSJIZTBJy8dAYd6t&indexPosition=174
Nissan,Juke,"KSh 1,400,000","Mombasa, Mombasa CBD, 1 hour ago",2014,,Automatic,Purple,Foreign Used,https://jiji.co.ke/mombasa-cbd/cars/nissan-juke-2014-purple-ija8qhFMWf8DRNwSvsOhwGPO.html?page=9&pos=19&cur_pos=19&ads_per_page=20&ads_count=3951&lid=BSJIZTBJy8dAYd6t&indexPosition=178
Nissan,Juke,"KSh 1,400,000","Mombasa, Mombasa CBD, 1 hour ago",2015,,Automatic,,Foreign Used,https://jiji.co.ke/mombasa-cbd/cars/nissan-juke-2015-red-oUEZ0QkpF1w0441X9DoNlq9w.html?page=10&pos=2&cur_pos=2&ads_per_page=20&ads_count=3951&lid=BSJIZTBJy8dAYd6t&indexPosition=181
Nissan,Murano,"KSh 1,400,000","Nairobi, Nairobi Central, 2 days ago",2011,95000 km,Automatic,Red,Local Used,https://jiji.co.ke/nairobi-central/cars/nissan-murano-2011-red-fs3w5OSnJrb6L9sOsExnAA99.html?page=10&pos=5&cur_pos=5&ads_per_page=20&ads_count=3951&lid=BSJIZTBJy8dAYd6t&indexPosition=184
Nissan,Juke,"KSh 1,400,000","Mombasa, Tudor, 38 min ago",2017,95721 km,Automatic,White,Foreign Used,https://jiji.co.ke/tudor/cars/nissan-juke-2017-white-zsmyzoDJvkc23Vr4MY7JDai9.html?page=10&pos=9&cur_pos=9&ads_per_page=20&ads_count=3951&lid=BSJIZTBJy8dAYd6t&indexPosition=188
Suzuki,Swift,"KSh 1,400,000","Nairobi, Kilimani, 2 hours ago",2018,,Automatic,Gray,Foreign Used,https://jiji.co.ke/kilimani/cars/suzuki-swift-rs-2018-gray-7oUGBWQmuUp5nl9W57PZg4TU.html?page=10&pos=12&cur_pos=12&ads_per_page=20&ads_count=3951&lid=BSJIZTBJy8dAYd6t&indexPosition=191
Nissan,Note,"KSh 1,400,000","Mombasa, Ganjoni, 52 min ago",2018,32000 km,Automatic,Other,Foreign Used,https://jiji.co.ke/ganjoni/cars/nissan-note-2018-8iYqLQXRTcYsGVY8XfJXsUkC.html?page=10&pos=15&cur_pos=15&ads_per_page=20&ads_count=3951&lid=BSJIZTBJy8dAYd6t&indexPosition=194
Nissan,Juke,"KSh 1,400,000","Mombasa, Mombasa CBD, 18 min ago",2016,54000 km,Automatic,Black,Foreign Used,https://jiji.co.ke/mombasa-cbd/cars/nissan-juke-2016-black-g7kjzPVWsDVeQYeI2bEbWpC4.html?page=10&pos=18&cur_pos=18&ads_per_page=20&ads_count=3951&lid=BSJIZTBJy8dAYd6t&indexPosition=197
Mazda,Demio,"KSh 1,400,000","Mombasa, Mombasa CBD, 3 hours ago",2018,80000 km,Automatic,Gray,Foreign Used,https://jiji.co.ke/mombasa-cbd/cars/mazda-demio-2018-gray-f8g4z9OCV55ULMzGKYsJ0pvT.html?page=11&pos=1&cur_pos=1&ads_per_page=20&ads_count=3951&lid=BSJIZTBJy8dAYd6t&indexPosition=200
Nissan,Teana,"KSh 1,400,000","Mombasa, Mombasa CBD, 1 hour ago",2015,1800 km,Automatic,Gray,Foreign Used,https://jiji.co.ke/mombasa-cbd/cars/nissan-teana-2015-gray-artF6tIGhvF8DZpusNiOci6O.html?page=11&pos=4&cur_pos=4&ads_per_page=20&ads_count=3951&lid=BSJIZTBJy8dAYd6t&indexPosition=203
Nissan,Teana,"KSh 1,400,000","Mombasa, Mombasa CBD, 1 hour ago",2014,86099 km,Automatic,Black,Foreign Used,https://jiji.co.ke/mombasa-cbd/cars/nissan-teana-2014-black-tDUiayajQc0LiJmMIbAJfk6.html?page=11&pos=7&cur_pos=7&ads_per_page=20&ads_count=3951&lid=BSJIZTBJy8dAYd6t&indexPosition=206
Volkswagen,Golf,"KSh 1,400,000","Mombasa, Mombasa CBD, 1 hour ago",2014,69853 km,Automatic,Silver,Foreign Used,https://jiji.co.ke/mombasa-cbd/cars/volkswagen-golf-2014-silver-6AXoDoQdoPSROwd69xEveYiJ.html?page=11&pos=10&cur_pos=10&ads_per_page=20&ads_count=3951&lid=BSJIZTBJy8dAYd6t&indexPosition=209
Volkswagen,Polo,"KSh 1,400,000","Mombasa, Mombasa CBD, 1 hour ago",2017,53408 km,Automatic,Blue,Foreign Used,https://jiji.co.ke/mombasa-cbd/cars/volkswagen-polo-2017-blue-majCwDYKMLNapx2d4vuiQy00.html?page=11&pos=14&cur_pos=14&ads_per_page=20&ads_count=3951&lid=BSJIZTBJy8dAYd6t&indexPosition=213
Toyota,Vitz,"KSh 1,400,000","Nairobi, Kilimani, 40 min ago",2017,98000 km,Automatic,Brown,Foreign Used,https://jiji.co.ke/kilimani/cars/toyota-vitz-2017-brown-de3urrvJo2LtnmAuu0sUxvJw.html?page=11&pos=17&cur_pos=17&ads_per_page=20&ads_count=3951&lid=BSJIZTBJy8dAYd6t&indexPosition=216
